file_name	time	cf_value	name	method	mode	state	comments
/home/alcapaya/workspace/P-phase Picker/src/eq08.bin	0:00:38.980000	0.0		other	automatic	reported	
/home/alcapaya/workspace/P-phase Picker/src/eq08.bin	0:10:00	1.8577303413961648		other	automatic	reported	hola
